"unigram","bigram","freq"
"alon","the",3
"alon","time",3
"along","i",3
"along","line",3
"along","us",3
"along","you",3
"alreadi","good",3
"alreadi","just",3
"alreadi","move",3
"alreadi","start",3
"alreadi","thank",3
"alreadi","the",3
"alright","im",3
"also","abl",3
"also","allow",3
"also","bottl",3
"also","establish",3
"also","feel",3
"also","great",3
"also","hear",3
"also","hope",3
"also","import",3
"also","know",3
"also","live",3
"also","might",3
"also","never",3
"also","now",3
"also","post",3
"also","pretti",3
"also","serv",3
"also","share",3
"also","start",3
"also","still",3
"also","thank",3
"also","true",3
"also","went",3
"also","wrote",3
"aluminum","foil",3
"alway","end",3
"alway","expect",3
"alway","felt",3
"alway","follow",3
"alway","just",3
"alway","keep",3
"alway","know",3
"alway","known",3
"alway","like",3
"alway","manag",3
"alway","need",3
"alway","pleasur",3
"alway","someth",3
"alway","start",3
"alway","tell",3
"alway","think",3
"alway","will",3
"alway","win",3
"amaz","good",3
"amaz","look",3
"amazoncom","amazonca",3
"america","can",3
"american","cultur",3
"american","histori",3
"american","life",3
"ami","winehous",3
"an","exampl",3
"an","old",3
"analog","go",3
"and","a",3
"and","come",3
"and","didnt",3
"and","follow",3
"and","go",3
"and","got",3
"and","guess",3
"and","happi",3
"and","ill",3
"and","like",3
"and","look",3
"and","make",3
"and","oh",3
"and","reason",3
"and","second",3
"and","tell",3
"and","walk",3
"and","way",3
"android","market",3
"angel","wing",3
"angri","bird",3
"ani","advic",3
"ani","thought",3
"ani","word",3
"ann","arbor",3
"anniversari","parti",3
"announc","first",3
"announc","new",3
"announc","soon",3
"annoy","i",3
"anoth","hour",3
"anoth","interest",3
"anoth","man",3
"anoth","member",3
"anoth","minut",3
"anoth","whole",3
"another","great",3
"another","love",3
"another","nice",3
"another","reason",3
"answer","the",3
"answere","question",3
"anymor","im",3
"anymor","it",3
"anymor","ive",3
"anymor","lol",3
"anyon","got",3
"anyon","suggest",3
"anyon","use",3
"anyon","watch",3
"anyth","done",3
"anyth","just",3
"anyth","possibl",3
"anyth","will",3
"anyth","yet",3
"anyway","im",3
"anywher","els",3
"anywher","near",3
"apart","complex",3
"apart","its",3
"app","i",3
"app","store",3
"appar","i",3
"appeal","bond",3
"appear","websit",3
"appel","film",3
"appl","juic",3
"appli","job",3
"appoint","son",3
"appreci","good",3
"april","as",3
"area","countri",3
"arm","around",3
"around","come",3
"around","get",3
"around","he",3
"around","head",3
"around","im",3
"around","minut",3
"around","one",3
"around","pm",3
"around","right",3
"around","there",3
"arrang","meet",3
"arriv","home",3
"art","deco",3
"artist","need",3
"as","far",3
"as","mention",3
"as","put",3
"as","well",3
"ask","advic",3
"ask","can",3
"ask","get",3
"ask","god",3
"ask","id",3
"ask","like",3
"ask","mr",3
"ask","person",3
"ask","u",3
"ask","will",3
"ass","dont",3
"ass","last",3
"assign","role",3
"attack","i",3
"attend","event",3
"attent","detail",3
"audio","video",3
"austin","i",3
"austin","mahon",3
"author","figur",3
"author","they",3
"author","will",3
"avail","the",3
"avenger","book",3
"aw","as",3
"award","best",3
"award","show",3
"away","can",3
"away","good",3
"away","he",3
"away","next",3
"away","one",3
"awesom","cool",3
"awesom","im",3
"awesom","just",3
"awesom","let",3
"awesom","love",3
"awesom","much",3
"awesom","place",3
"awesom","right",3
"awesom","rt",3
"awesom","that",3
"awesom","time",3
"awesom","today",3
"awesom","what",3
"awhil","sinc",3
"b","good",3
"babi","d",3
"babi","im",3
"babi","one",3
"babi","spinach",3
"bachelor","parti",3
"back","alway",3
"back","anoth",3
"back","around",3
"back","ask",3
"back","beauti",3
"back","book",3
"back","burner",3
"back","check",3
"back","cover",3
"back","door",3
"back","end",3
"back","first",3
"back","get",3
"back","good",3
"back","ground",3
"back","if",3
"back","instead",3
"back","its",3
"back","la",3
"back","lol",3
"back","money",3
"back","new",3
"back","no",3
"back","onto",3
"back","post",3
"back","rest",3
"back","s",3
"back","short",3
"back","south",3
"back","still",3
"back","studio",3
"back","summer",3
"back","togeth",3
"back","tri",3
"back","what",3
"back","write",3
"back","year",3
"back","your",3
"bad","bitch",3
"bad","boy",3
"bad","cant",3
"bad","lord",3
"bad","luck",3
"bad","make",3
"bad","thank",3
"bake","cake",3
"bake","degre",3
"bake","good",3
"bake","minut",3
"bake","oven",3
"bake","sheet",3
"ball","gag",3
"ball","i",3
"ball","player",3
"baltimor","sun",3
"band","bride",3
"band","member",3
"band","move",3
"band","name",3
"band","the",3
"bank","holiday",3
"bank","i",3
"bar","soap",3
"bar","you",3
"bare","move",3
"base","decis",3
"basic","fact",3
"basketbal","i",3
"basketbal","player",3
"basketbal","short",3
"bath","tub",3
"batteri","life",3
"bbq","sauc",3
"be","bless",3
"be","happi",3
"be","there",3
"bear","mind",3
"bear","wit",3
"beat","okc",3
"beauti","dream",3
"beauti","make",3
"beauti","morn",3
"beauti","power",3
"beauti","product",3
"beauti","u",3
"beauti","we",3
"beauti","your",3
"becom","better",3
"becom","clear",3
"becom","follow",3
"becom","great",3
"becom","larger",3
"becom","next",3
"becom","presid",3
"bed","goodnight",3
"bed","night",3
"beer","just",3
"befor","get",3
"began","last",3
"begin","i",3
"begin","now",3
"begin","the",3
"behind","camera",3
"behind","new",3
"behind","the",3
"behind","wheel",3
"believ","creat",3
"believ","im",3
"believ","said",3
"ben","jerri",3
"benjamin","franklin",3
"bernard","shaw",3
"best","advic",3
"best","birthday",3
"best","can",3
"best","game",3
"best","god",3
"best","guy",3
"best","im",3
"best","interest",3
"best","known",3
"best","love",3
"best","music",3
"best","news",3
"best","support",3
"best","thank",3
"best","wish",3
"best","year",3
"better","alreadi",3
"better","be",3
"better","day",3
"better","everyon",3
"better","futur",3
"better","go",3
"better","good",3
"better","hey",3
"better","known",3
"better","life",3
"better","luck",3
"better","part",3
"better","right",3
"better","still",3
"better","than",3
"better","will",3
"big","bang",3
"big","big",3
"big","bird",3
"big","blue",3
"big","chang",3
"big","dog",3
"big","enough",3
"big","game",3
"big","girl",3
"big","head",3
"big","night",3
"big","part",3
"big","pictur",3
"big","smile",3
"big","week",3
"billion","year",3
"bird","want",3
"birth","i",3
"birthday","best",3
"birthday","birthday",3
"birthday","gift",3
"birthday","next",3
"birthday","today",3
"birthday","week",3
"bit","just",3
"bit","less",3
"bit","much",3
"bit","odd",3
"bit","tongu",3
"bitch","im",3
"bitch","peopl",3
"bite","eat",3
"blake","shelton",3
"blank","wall",3
"bless","u",3
"bless","us",3
"bless","you",3
"blew","away",3
"blog","entri",3
"blog","hop",3
"blog","if",3
"blog","ive",3
"blog","love",3
"blog","site",3
"blog","you",3
"blogger","i",3
"blogger","will",3
"blond","hair",3
"blue","eye",3
"blue","gold",3
"blue","i",3
"blue","moon",3
"blue","sky",3
"blue","thank",3
"bluray","player",3
"board","director",3
"bodi","bone",3
"bodi","without",3
"boo","child",3
"book","and",3
"book","avail",3
"book","back",3
"book","go",3
"book","group",3
"book","it",3
"book","love",3
"book","one",3
"book","order",3
"book","seri",3
"book","so",3
"book","there",3
"book","time",3
"book","want",3
"bore","hell",3
"bore","im",3
"bore","noth",3
"bottom","i",3
"bottom","line",3
"bought","new",3
"bow","i",3
"bowl","beat",3
"bowl","mix",3
"box","the",3
"boy","say",3
"boy","we",3
"brain","cell",3
"brain","i",3
"brain","tumor",3
"branch","i",3
"brave","enough",3
"bread","pud",3
"break","break",3
"break","law",3
"break","leg",3
"break","the",3
"breakfast","bed",3
"breath","fresh",3
"breath","i",3
"breath","take",3
"brewer","fan",3
"brewer","game",3
"bride","demand",3
"bride","groom",3
"bright","color",3
"bright","colour",3
"bring","best",3
"bring","boil",3
"bring","friend",3
"bring","i",3
"bring","kid",3
"bring","lot",3
"bring","work",3
"bro","if",3
"bro","thank",3
"broken","i",3
"brother","david",3
"brother","wont",3
"brought","togeth",3
"brown","gravi",3
"build","build",3
"build","hous",3
"build","nest",3
"build","new",3
"bull","mountain",3
"bumper","sticker",3
"burst","tear",3
"bus","back",3
"bus","driver",3
"bus","stop",3
"busi","one",3
"busi","ventur",3
"busi","weekend",3
"busi","when",3
"but","case",3
"but","didnt",3
"but","even",3
"but","far",3
"but","get",3
"but","ill",3
"but","ive",3
"but","mayb",3
"but","must",3
"but","never",3
"but","point",3
"but","shes",3
"but","sometim",3
"but","time",3
"but","tri",3
"but","u",3
"but","wait",3
"but","way",3
"buy","album",3
"buy","thank",3
"buyer","get",3
"c","i",3
"c","im",3
"cake","the",3
"call","away",3
"call","best",3
"call","boycott",3
"call","dad",3
"call","last",3
"call","love",3
"call","mayb",3
"call","mother",3
"call","one",3
"call","peopl",3
"call","person",3
"call","play",3
"call","so",3
"call","sometim",3
"call","tell",3
"call","world",3
"call","your",3
"came","last",3
"came","one",3
"came","time",3
"camo","brother",3
"can","accept",3
"can","achiev",3
"can","afford",3
"can","anyth",3
"can","best",3
"can","blame",3
"can","care",3
"can","charg",3
"can","danc",3
"can","definit",3
"can","dm",3
"can","dress",3
"can","either",3
"can","enhanc",3
"can","expect",3
"can","experi",3
"can","great",3
"can","happi",3
"can","hook",3
"can","interview",3
"can","laugh",3
"can","live",3
"can","move",3
"can","pass",3
"can","pay",3
"can","perform",3
"can","pick",3
"can","press",3
"can","produc",3
"can","pull",3
"can","reach",3
"can","run",3
"can","seen",3
"can","speak",3
"can","spend",3
"can","stop",3
"can","sure",3
"can","swim",3
"can","teach",3
"can","the",3
"can","time",3
"can","view",3
"can","visit",3
"can","we",3
"can","well",3
"can","win",3
"can","wish",3
"can","write",3
"cancer","survivor",3
"cant","argu",3
"cant","bother",3
"cant","break",3
"cant","buy",3
"cant","chang",3
"cant","decid",3
"cant","figur",3
"cant","give",3
"cant","hold",3
"cant","never",3
"cant","put",3
"cant","read",3
"cant","run",3
"cant","watch",3
"cap","i",3
"captur","the",3
"car","dock",3
"car","door",3
"car","drive",3
"car","i",3
"car","park",3
"car","stereo",3
"car","what",3
"cardstock","i",3
"care","consid",3
"care","enough",3
"care","peopl",3
"care","talk",3
"care","will",3
"career","high",3
"carter","famili",3
"case","peopl",3
"cash","flow",3
"cat","take",3
"catch","attent",3
"catch","one",3
"caus","hes",3
"cd","i",3
"celebr","cinco",3
"celebr","life",3
"celtic","fan",3
"certain","last",3
"certain","look",3
"certain","nice",3
"certain","will",3
"cf","rom",3
"challeng","make",3
"challeng","month",3
"challeng","start",3
"challeng","week",3
"championship","game",3
"chanc","check",3
"chanc","make",3
"chanc","will",3
"chang","anyth",3
"chang","new",3
"chang","twitter",3
"chang","usernam",3
"chang","we",3
"chang","year",3
"charact","can",3
"charact","play",3
"charact","show",3
"charg","extra",3
"chariti","event",3
"chase","dream",3
"chat","sometim",3
"check","blog",3
"check","im",3
"check","live",3
"check","page",3
"check","thank",3
"check","the",3
"check","your",3
"cheeri","lynn",3
"chicago","il",3
"chick","i",3
"chicken","breast",3
"child","abus",3
"child","sexual",3
"children","what",3
"chip","cooki",3
"chocol","bar",3
"chocol","cake",3
"chocol","cupcak",3
"chocol","mouss",3
"choic","read",3
"choos","i",3
"chop","chop",3
"chosen","one",3
"christ","i",3
"christma","come",3
"christma","famili",3
"christma","morn",3
"church","and",3
"church","but",3
"church","famili",3
"church","i",3
"church","sign",3
"church","sunday",3
"circl","i",3
"citi","centr",3
"citi","it",3
"claim","obama",3
"class","becam",3
"class","get",3
"class","monday",3
"class","tomorrow",3
"clean","bathroom",3
"clean","room",3
"clear","need",3
"cleveland","indian",3
"click","imag",3
"close","door",3
"close","he",3
"close","mirror",3
"close","next",3
"close","to",3
"close","today",3
"closer","look",3
"cloth","diaper",3
"club","call",3
"coach","i",3
"coco","chanel",3
"coffe","mug",3
"cold","beer",3
"collect","i",3
"collect","one",3
"color","use",3
"columbus","day",3
"combin","i",3
"combin","two",3
"come","ask",3
"come","come",3
"come","dark",3
"come","dinner",3
"come","earli",3
"come","eat",3
"come","even",3
"come","everi",3
"come","final",3
"come","follow",3
"come","forward",3
"come","game",3
"come","god",3
"come","good",3
"come","hang",3
"come","help",3
"come","him",3
"come","hope",3
"come","ill",3
"come","it",3
"come","its",3
"come","later",3
"come","like",3
"come","lol",3
"come","make",3
"come","meet",3
"come","pretti",3
"come","read",3
"come","save",3
"come","second",3
"come","someth",3
"come","sometim",3
"come","support",3
"come","surpris",3
"come","that",3
"come","thru",3
"come","tomorrow",3
"come","we",3
"come","what",3
"comedi","i",3
"command","the",3
"comment","pleas",3
"communic","it",3
"communiti","also",3
"communiti","long",3
"compani","also",3
"compani","good",3
"compani","i",3
"compar","two",3
"complet","agre",3
"complet","ignor",3
"complet","look",3
"complet","without",3
"comput","class",3
"computer","system",3
"confirm","i",3
"confus","i",3
"congrat","friend",3
"congrat","i",3
"congrat","win",3
"connect","everi",3
"connect","good",3
"connect","peopl",3
"consid","write",3
"consum","product",3
"contact","enemi",3
"contact","i",3
"contest","primari",3
"convers","i",3
"convinc","i",3
"cook","egg",3
"cool","breez",3
"cool","littl",3
"copi","copi",3
"corn","beef",3
"correct","love",3
"cost","durat",3
"cost","i",3
"couldnt","believ",3
"couldnt","decid",3
"couldnt","done",3
"couldnt","help",3
"couldnt","see",3
"count","i",3
"counti","prosecutor",3
"countri","just",3
"countri","will",3
"countri","world",3
"coupl","i",3
"coupl","thing",3
"cours","follow",3
"cours","meal",3
"cours","next",3
"cours","requir",3
"cours","so",3
"cours","the",3
"cours","year",3
"court","judg",3
"court","last",3
"court","order",3
"cover","back",3
"cover","book",3
"cover","i",3
"cover","like",3
"cover","mani",3
"cover","song",3
"cover","well",3
"crack","i",3
"crazi","love",3
"crazi","thank",3
"cream","i",3
"creat","beauti",3
"creat","card",3
"creat","man",3
"creativ","common",3
"creativ","juic",3
"creepi","i",3
"cri","eye",3
"crime","commit",3
"crimin","mind",3
"crowd","peopl",3
"crystal","method",3
"ct","show",3
"cubic","feet",3
"cult","follow",3
"cultur","center",3
"cup","final",3
"cup","water",3
"curious","see",3
"current","job",3
"current","read",3
"curs","i",3
"custom","design",3
"cut","fabric",3
"cut","file",3
"cut","the",3
"cuz","u",3
"d","hey",3
"d","if",3
"dad","mom",3
"daili","basi",3
"daili","telegraph",3
"damag","i",3
"damn","funni",3
"damn","time",3
"damn","u",3
"dan","brown",3
"dan","i",3
"dark","age",3
"dark","world",3
"date","jerusalem",3
"day","ahead",3
"day","alreadi",3
"day","ask",3
"day","begin",3
"day","best",3
"day","chicago",3
"day","class",3
"day","count",3
"day","cours",3
"day","didnt",3
"day","dream",3
"day","earli",3
"day","eat",3
"day","enjoy",3
"day","fair",3
"day","follow",3
"day","for",3
"day","fuck",3
"day","girl",3
"day","guy",3
"day","he",3
"day","hes",3
"day","hey",3
"day","kind",3
"day","late",3
"day","least",3
"day","let",3
"day","littl",3
"day","lord",3
"day","mani",3
"day","mayb",3
"day","meet",3
"day","miss",3
"day","more",3
"day","nice",3
"day","not",3
"day","perhap",3
"day","right",3
"day","she",3
"day","soon",3
"day","stay",3
"day","to",3
"day","tri",3
"day","trip",3
"day","tweet",3
"day","us",3
"day","year",3
"day","yes",3
"de","palma",3
"de","rothschild",3
"dead","i",3
"dead","peopl",3
"dead","the",3
"deadlin","i",3
"deal","now",3
"death","life",3
"debat","whether",3
"debut","new",3
"debut","novel",3
"decad","ago",3
"decad","later",3
"decemb","the",3
"decid","far",3
"decid","read",3
"decid","wait",3
"decis","make",3
"decis","well",3
"decis","will",3
"deep","within",3
"defeat","enemi",3
"defens","attorney",3
"definit","go",3
"definit","worth",3
"deliv","us",3
"demi","lovato",3
"demonstr","white",3
"depart","store",3
"depress","i",3
"derrick","rose",3
"deserv","best",3
"deserv","happi",3
"design","element",3
"design","i",3
"desk","i",3
"detail","just",3
"did","get",3
"did","realli",3
"did","you",3
"didnt","becom",3
"didnt","come",3
"didnt","eat",3
"didnt","just",3
"didnt","look",3
"didnt","one",3
"didnt","show",3
"didnt","tri",3
"didnt","understand",3
"didnt","win",3
"die","age",3
"die","hard",3
"diego","tonight",3
"differ","countri",3
"differ","design",3
"differ","direct",3
"differ","form",3
"differ","how",3
"differ","if",3
"differ","its",3
"differ","just",3
"differ","live",3
"differ","now",3
"differ","rest",3
"differ","the",3
"differ","view",3
"difficult","i",3
"difficult","time",3
"dinner","everi",3
"dinner","friend",3
"dinner","last",3
"director","i",3
"discount","code",3
"discount","price",3
"discov","i",3
"distanc","run",3
"divis","i",3
"dm","detail",3
"dm","email",3
"dm","us",3
"do","smell",3
"do","still",3
"doe","make",3
"doesnt","care",3
"doesnt","much",3
"doesnt","play",3
"doesnt","sound",3
"dog","can",3
"dog","just",3
"dog","walk",3
"dollar","i",3
"dollar","one",3
"dollar","store",3
"donat","money",3
"done","and",3
"done","it",3
"done","mani",3
"done","read",3
"done","rt",3
"done","thing",3
"done","without",3
"donna","summer",3
"dont","actual",3
"dont","afraid",3
"dont","answer",3
"dont","buy",3
"dont","die",3
"dont","enjoy",3
"dont","fight",3
"dont","im",3
"dont","lose",3
"dont","mess",3
"dont","read",3
"dont","realiz",3
"dont","rt",3
"dont","start",3
"dont","yet",3
"doubt","will",3
"downey","jr",3
"dr","king",3
"drag","around",3
"dragon","tattoo",3
"dream","big",3
"dream","come",3
"dream","day",3
"dream","life",3
"dream","realli",3
"dress","go",3
"dress","the",3
"dri","cleaner",3
"dri","finish",3
"drink","sweet",3
"drink","tea",3
"drink","tonight",3
"drive","around",3
"drive","thru",3
"driver","licens",3
"drop","back",3
"drop","pass",3
"drunk","high",3
"drunk","i",3
"dude","look",3
"dude","your",3
"due","date",3
"due","social",3
"due","time",3
"duke","thank",3
"durat","second",3
"each","person",3
"eager","get",3
"ear","i",3
"ear","morn",3
"earli","age",3
"easi","get",3
"easi","make",3
"easi","peasi",3
"easi","way",3
"easiest","thing",3
"easili","replac",3
"easter","sunday",3
"easter","weekend",3
"eastern","confer",3
"eat","bread",3
"eat","cake",3
"eat","chocol",3
"eat","dinner",3
"eat","food",3
"eat","if",3
"eat","much",3
"eat","right",3
"economist","say",3
"edit","i",3
"educ","system",3
"effect","can",3
"effect","product",3
"effort","get",3
"effort","i",3
"effort","will",3
"egg","hunt",3
"either","i",3
"els","it",3
"els","notic",3
"els","problem",3
"els","see",3
"els","the",3
"els","time",3
"elton","john",3
"em","come",3
"em","dont",3
"emboss","powder",3
"emot","roller",3
"en","rout",3
"encourag","peopl",3
"end","date",3
"end","first",3
"end","he",3
"end","seri",3
"end","show",3
"end","stori",3
"end","talk",3
"end","tomorrow",3
"end","tri",3
"enemi","you",3
"energi","drink",3
"energi","i",3
"english","class",3
"enjoy","follow",3
"enjoy","make",3
"enjoy","retir",3
"enjoy","stay",3
"enjoy","the",3
"enjoy","time",3
"enjoy","watch",3
"enough","enough",3
"enough","give",3
"enough","im",3
"enough","money",3
"enough","now",3
"enough","peopl",3
"enough","rt",3
"enough","start",3
"enough","the",3
"enough","us",3
"enter","room",3
"entertain","i",3
"entir","seri",3
"entir","sure",3
"episod","glee",3
"equal","i",3
"equal","import",3
"equal","right",3
"erin","merryn",3
"escap","fast",3
"espn","today",3
"espresso","maker",3
"etc","thank",3
"etc","we",3
"europ","asia",3
"even","best",3
"even","come",3
"even","excit",3
"even","feel",3
"even","good",3
"even","in",3
"even","less",3
"even","mention",3
"even","offer",3
"even","peopl",3
"even","put",3
"even","realli",3
"even","start",3
"even","talk",3
"even","tell",3
"even","tho",3
"even","tini",3
"even","today",3
"event","dont",3
"event","go",3
"event","happen",3
"event","live",3
"event","the",3
"ever","abl",3
"ever","ask",3
"ever","give",3
"ever","got",3
"ever","let",3
"ever","meet",3
"ever","met",3
"ever","need",3
"ever","read",3
"ever","realli",3
"ever","wonder",3
"everi","bit",3
"everi","corner",3
"everi","hour",3
"everi","second",3
"everi","ten",3
"everi","weekend",3
"everyon","celebr",3
"everyon","come",3
"everyon","enter",3
"everyon","except",3
"everyon","good",3
"everyon","im",3
"everyon","invit",3
"everyon","join",3
"everyon","love",3
"everyon","right",3
"everyon","see",3
"everyon","support",3
"everyth","back",3
"everyth","can",3
"everyth","possibl",3
"everyth","said",3
"everyth","seem",3
"everyth","the",3
"exact","right",3
"except","time",3
"excit","ill",3
"excit","just",3
"excit","make",3
"excit","my",3
"excit","news",3
"excit","one",3
"excit","read",3
"excit","show",3
"excit","they",3
"excit","thing",3
"excit","way",3
"excit","work",3
"excite","see",3
"exist","i",3
"exot","anim",3
"expect","anoth",3
"expect","im",3
"expect","live",3
"expect","see",3
"expens","item",3
"experi","what",3
"expir","i",3
"express","feel",3
"extra","time",3
"extrem","hard",3
"eye","focus",3
"eye","just",3
"eye","light",3
"eye","what",3
"eye","will",3
"face","everi",3
"face","just",3
"face","new",3
"face","take",3
"face","thing",3
"facebook","app",3
"facebook","friend",3
"facebook","im",3
"facebook","post",3
"facial","hair",3
"fact","one",3
"fail","make",3
"failur","if",3
"fair","i",3
"fall","apart",3
"fall","behind",3
"fall","day",3
"fals","hope",3
"fam","i",3
"famili","day",3
"famili","dog",3
"famili","farm",3
"famili","happi",3
"famili","im",3
"famili","it",3
"famili","need",3
"famili","take",3
"famili","when",3
"fan","base",3
"fan","im",3
"fan","know",3
"fan","mail",3
"fan","that",3
"fantast","day",3
"fantast","idea",3
"fantast","job",3
"fantast","weekend",3
"far","beyond",3
"far","good",3
"farther","i",3
"fashion","choic",3
"fashion","show",3
"fast","escap",3
"fast","now",3
"faster","i",3
"fastest","grow",3
"fat","will",3
"father","day",3
"father","i",3
"favorit","album",3
"favorit","movi",3
"favorit","part",3
"favorit","person",3
"favorit","season",3
"fb","friend",3
"fbi","agent",3
"featur","local",3
"featur","one",3
"feder","circuit",3
"feder","reserv",3
"feder","state",3
"fee","i",3
"feed","i",3
"feel","cool",3
"feel","even",3
"feel","go",3
"feel","hurt",3
"feel","know",3
"feel","necessari",3
"feel","oblig",3
"feel","old",3
"feel","pretti",3
"feel","right",3
"feel","sometim",3
"feel","wors",3
"feet","away",3
"feet","tall",3
"fellow","human",3
"fellow","man",3
"felt","emot",3
"felt","need",3
"felt","right",3
"femal","charact",3
"festiv","i",3
"ff","mention",3
"ff","shout",3
"field","goal",3
"fight","good",3
"fight","i",3
"fight","the",3
"file","share",3
"fill","blank",3
"fill","empti",3
"film","a",3
"film","so",3
"final","arriv",3
"final","came",3
"final","day",3
"final","decid",3
"final","episod",3
"final","feel",3
"final","figur",3
"final","four",3
"final","lol",3
"final","made",3
"final","meet",3
"final","one",3
"final","week",3
"find","answer",3
"find","balanc",3
"find","bring",3
"find","common",3
"find","info",3
"find","just",3
"find","park",3
"find","what",3
"find","write",3
"fine","folk",3
"fine","ill",3
"fine","just",3
"finish","first",3
"finish","later",3
"finish","line",3
"finish","read",3
"finish","this",3
"finish","watch",3
"fire","go",3
"first","appear",3
"first","came",3
"first","chapter",3
"first","child",3
"first","class",3
"first","everyth",3
"first","get",3
"first","hand",3
"first","im",3
"first","like",3
"first","problem",3
"first","read",3
"first","record",3
"first","retreat",3
"first","school",3
"first","sentenc",3
"first","sign",3
"first","singl",3
"first","stop",3
"first","the",3
"first","thought",3
"first","two",3
"first","week",3
"first","win",3
"fish","oil",3
"fit","like",3
"five","star",3
"flash","i",3
"flash","mob",3
"flavor","i",3
"fli","i",3
"flip","shit",3
"float","around",3
"floor","the",3
"florida","state",3
"flour","bake",3
"flower","pot",3
"focus","area",3
"focus","much",3
"foie","gras",3
"folk","can",3
"follow","challeng",3
"follow","day",3
"follow","enjoy",3
"follow","feel",3
"follow","get",3
"follow","got",3
"follow","have",3
"follow","hope",3
"follow","is",3
"follow","its",3
"follow","jesus",3
"follow","link",3
"follow","oh",3
"follow","peopl",3
"follow","sound",3
"follow","support",3
"follow","that",3
"follow","this",3
"follow","xx",3
"follow","yes",3
"followfriday","ff",3
"food","can",3
"food","drink",3
"food","like",3
"food","look",3
"food","network",3
"food","restaur",3
"foodservic","industri",3
"footbal","player",3
"for","info",3
"for","instanc",3
"for","past",3
"for","second",3
"for","the",3
"for","this",3
"for","year",3
"forev","my",3
"forev","thank",3
"forget","follow",3
"forget","i",3
"forgiv","sin",3
"forgiv","us",3
"forgot","i",3
"forgot","mention",3
"forgot","take",3
"form","the",3
"former","known",3
"former","student",3
"fort","green",3
"forti","year",3
"fortun","enough",3
"forward","also",3
"forward","check",3
"forward","get",3
"forward","great",3
"forward","i",3
"forward","next",3
"forward","take",3
"forward","tri",3
"foster","care",3
"foster","home",3
"found","father",3
"found","lol",3
"found","mani",3
"found","the",3
"four","book",3
"four","children",3
"four","hour",3
"four","month",3
"fourth","juli",3
"fox","new",3
"frame","mind",3
"freddi","mercuri",3
"free","comic",3
"free","contact",3
"free","day",3
"free","estim",3
"free","follow",3
"free","food",3
"free","press",3
"free","web",3
"french","fri",3
"fresh","fruit",3
"fresh","water",3
"fri","chicken",3
"fri","food",3
"friday","around",3
"friday","morn",3
"friday","saturday",3
"friday","the",3
"friend","ask",3
"friend","dont",3
"friend","go",3
"friend","good",3
"friend","have",3
"friend","he",3
"friend","hope",3
"friend","long",3
"friend","mani",3
"friend","move",3
"friend","now",3
"friend","pleas",3
"friend","support",3
"friend","thank",3
"friend","what",3
"friend","will",3
"friend","year",3
"from","now",3
"from","point",3
"from","the",3
"front","i",3
"fruit","tree",3
"fruit","veget",3
"fuck","awesom",3
"fuck","dont",3
"fuck","love",3
"fuck","new",3
"fuck","right",3
"fuck","the",3
"fuck","way",3
"fuck","where",3
"fuck","wit",3
"fuel","fire",3
"full","list",3
"full","price",3
"full","size",3
"full","stori",3
"fulli","understand",3
"fun","cant",3
"fun","enjoy",3
"fun","find",3
"fun","go",3
"fun","im",3
"fun","ive",3
"fun","peopl",3
"fun","the",3
"fun","we",3
"funni","girl",3
"funni","the",3
"fur","trader",3
"game","all",3
"game","can",3
"game","come",3
"game","doesnt",3
"game","final",3
"game","like",3
"game","or",3
"game","season",3
"game","start",3
"game","the",3
"game","this",3
"game","ticket",3
"game","watch",3
"game","win",3
"game","yes",3
"garden","i",3
"gate","foundat",3
"gave","one",3
"gay","bar",3
"gay","lesbian",3
"general","i",3
"general","manag",3
"general","popul",3
"generous","donat",3
"genius","bar",3
"genius","i",3
"georg","bernard",3
"georg","zimmerman",3
"get","ahead",3
"get","answer",3
"get","anyon",3
"get","ass",3
"get","attent",3
"get","ball",3
"get","beer",3
"get","bill",3
"get","bring",3
"get","burn",3
"get","but",3
"get","card",3
"get","closer",3
"get","coffe",3
"get","comput",3
"get","easier",3
"get","end",3
"get","feel",3
"get","final",3
"get","floor",3
"get","fuck",3
"get","game",3
"get","hand",3
"get","healthi",3
"get","hire",3
"get","hous",3
"get","hype",3
"get","it",3
"get","latest",3
"get","left",3
"get","life",3
"get","make",3
"get","mani",3
"get","morn",3
"get","name",3
"get","off",3
"get","oh",3
"get","older",3
"get","open",3
"get","out",3
"get","outsid",3
"get","parti",3
"get","past",3
"get","publish",3
"get","rais",3
"get","run",3
"get","season",3
"get","shit",3
"get","shot",3
"get","shower",3
"get","stay",3
"get","stuck",3
"get","take",3
"get","talk",3
"get","that",3
"get","this",3
"get","tix",3
"get","today",3
"get","town",3
"get","tri",3
"get","two",3
"get","up",3
"get","ur",3
"get","what",3
"get","write",3
"get","year",3
"gift","basket",3
"gift","can",3
"gift","certif",3
"gift","shop",3
"girl","basketbal",3
"girl","day",3
"girl","it",3
"girl","know",3
"girl","one",3
"girl","so",3
"girl","we",3
"girl","wear",3
"girl","will",3
"give","anyth",3
"give","audienc",3
"give","feel",3
"give","follow",3
"give","hug",3
"give","impress",3
"give","inform",3
"give","much",3
"give","new",3
"give","prop",3
"give","reason",3
"give","shout",3
"give","shoutout",3
"give","without",3
"give","year",3
"glad","follow",3
"glad","good",3
"glad","im",3
"glad","u",3
"glass","door",3
"glass","i",3
"glass","the",3
"global","warm",3
"glorifi","god",3
"gluten","free",3
"go","abl",3
