"unigram","bigram","freq"
"abl","determin",2
"abl","drive",2
"abl","function",2
"abl","hear",2
"abl","identifi",2
"abl","join",2
"abl","keep",2
"abl","meet",2
"abl","move",2
"abl","offer",2
"abl","send",2
"abl","show",2
"abl","squeez",2
"abl","tell",2
"abl","understand",2
"abort","i",2
"about","go",2
"about","minut",2
"about","start",2
"about","you",2
"absolut","amaz",2
"absolut","best",2
"absolut","great",2
"absolut","i",2
"absolut","idiot",2
"absolut","necessari",2
"absorb","i",2
"abstract","the",2
"abus","educ",2
"abus","i",2
"academ","program",2
"academi","award",2
"accent","i",2
"accept","his",2
"accept","life",2
"accept","one",2
"accept","will",2
"accid","kill",2
"acclaim","author",2
"accompani","parent",2
"accomplish","his",2
"accord","feder",2
"accord","first",2
"accord","local",2
"account","ill",2
"account","like",2
"account","look",2
"account","year",2
"accus","right",2
"ace","hardwar",2
"achiev","goal",2
"achiev","support",2
"acid","slime",2
"acknowledg","one",2
"acl","injuri",2
"across","australia",2
"across","globe",2
"across","nation",2
"across","pond",2
"across","room",2
"across","someon",2
"act","commit",2
"act","continu",2
"act","dont",2
"act","electron",2
"act","fool",2
"act","great",2
"act","help",2
"act","know",2
"act","no",2
"act","perfect",2
"act","read",2
"act","togeth",2
"act","upon",2
"action","speak",2
"action","taken",2
"action","we",2
"activ","church",2
"activ","follow",2
"activ","help",2
"activ","includ",2
"activ","like",2
"activ","littl",2
"actor","i",2
"actual","bad",2
"actual","begin",2
"actual","but",2
"actual","consid",2
"actual","fuck",2
"actual","give",2
"actual","go",2
"actual","good",2
"actual","gotten",2
"actual","human",2
"actual","im",2
"actual","laugh",2
"actual","let",2
"actual","littl",2
"actual","look",2
"actual","made",2
"actual","name",2
"actual","news",2
"actual","peopl",2
"actual","physic",2
"actual","plan",2
"actual","quit",2
"actual","ran",2
"actual","someth",2
"actual","sound",2
"actual","spell",2
"actual","tri",2
"actual","turn",2
"actual","tweet",2
"actual","use",2
"actual","want",2
"actual","went",2
"actualli","dont",2
"ad","agenc",2
"ad","base",2
"ad","bit",2
"ad","campaign",2
"ad","facebook",2
"ad","get",2
"ad","new",2
"ad","pearl",2
"ad","piec",2
"ad","small",2
"ad","someon",2
"ad","sometim",2
"ad","thing",2
"add","anoth",2
"add","bit",2
"add","can",2
"add","color",2
"add","extra",2
"add","facebook",2
"add","fact",2
"add","flour",2
"add","garlic",2
"add","item",2
"add","lemon",2
"add","list",2
"add","milk",2
"add","one",2
"add","remain",2
"add","salt",2
"add","sour",2
"add","the",2
"add","time",2
"add","whole",2
"addit","hop",2
"addit","i",2
"addit","premis",2
"addit","scrape",2
"address","exampl",2
"address","need",2
"address","phone",2
"address","problem",2
"address","the",2
"addtl","footag",2
"adjust","well",2
"admit","bit",2
"admit","feel",2
"admit","ive",2
"admit","mistak",2
"admit","realli",2
"admit","right",2
"adopt","children",2
"ador","i",2
"adult","novel",2
"advanc","career",2
"advanc","degre",2
"advanc","peopl",2
"adventur","i",2
"advers","condit",2
"advertis","fee",2
"advertis","link",2
"advic","give",2
"advic","i",2
"advic","thank",2
"advocaci","coordin",2
"af","but",2
"afact","notic",2
"affect","world",2
"affirmat","action",2
"african","countri",2
"after","cut",2
"after","dinner",2
"after","graduat",2
"after","hour",2
"after","ill",2
"after","left",2
"after","make",2
"after","meet",2
"after","much",2
"after","return",2
"after","rough",2
"after","two",2
"after","week",2
"afternoon","the",2
"afternoon","well",2
"afternoon","you",2
"again","thank",2
"age","man",2
"age","month",2
"age","peopl",2
"age","quit",2
"age","still",2
"age","the",2
"age","will",2
"agenc","i",2
"agent","good",2
"agent","orang",2
"agent","publish",2
"ago","also",2
"ago","great",2
"ago","here",2
"ago","lol",2
"ago","peopl",2
"ago","seem",2
"ago","sinc",2
"ago","so",2
"ago","this",2
"ago","today",2
"ago","two",2
"ago","we",2
"ago","what",2
"ago","wonder",2
"agre","everyth",2
"agre","im",2
"agre","let",2
"agre","marri",2
"agre","that",2
"agre","we",2
"agree","he",2
"ah","cant",2
"ah","day",2
"ah","ha",2
"ah","thank",2
"ah","yes",2
"aha","got",2
"ahaha","im",2
"ahead","he",2
"ahead","my",2
"ahead","this",2
"aint","easi",2
"aint","first",2
"aint","fun",2
"aint","never",2
"aint","no",2
"aint","real",2
"aint","shit",2
"air","balloon",2
"air","condit",2
"air","go",2
"air","guitar",2
"air","just",2
"air","minut",2
"air","new",2
"air","this",2
"air","tire",2
"air","today",2
"airport","bar",2
"airport","great",2
"airport","secur",2
"airport","two",2
"al","central",2
"al","east",2
"al","gore",2
"ala","i",2
"alabama","vacat",2
"alarm","go",2
"albert","einstein",2
"album","offici",2
"album","the",2
"alcohol","drug",2
"ale","abv",2
"ale","hint",2
"alentejo","blue",2
"alex","gaskarth",2
"alex","i",2
"alex","post",2
"alik","the",2
"aliv","remain",2
"aliv","well",2
"alive","also",2
"all","about",2
"all","ages",2
"all","best",2
"all","chang",2
"all","done",2
"all","friend",2
"all","got",2
"all","hard",2
"all","im",2
"all","men",2
"all","new",2
"all","of",2
"all","perfect",2
"all","seem",2
"all","sort",2
"all","star",2
"all","that",2
"all","thi",2
"all","time",2
"all","u",2
"all","world",2
"allen","i",2
"allergi","friend",2
"allergi","season",2
"alli","it",2
"allow","children",2
"allow","compani",2
"allow","expect",2
"allow","feder",2
"allow","gay",2
"allow","go",2
"allow","peopl",2
"allow","put",2
"allow","set",2
"allow","vote",2
"allow","watch",2
"almost","anywher",2
"almost","close",2
"almost","cri",2
"almost","daili",2
"almost","dark",2
"almost","day",2
"almost","dead",2
"almost","entir",2
"almost","hear",2
"almost","immedi",2
"almost","instant",2
"almost","liter",2
"almost","made",2
"almost","minut",2
"almost","one",2
"almost","put",2
"almost","ten",2
"almost","think",2
"almost","work",2
"alon","one",2
"along","first",2
"along","hi",2
"along","matter",2
"along","river",2
"along","the",2
"alqaeda","milit",2
"alreadi","and",2
"alreadi","ask",2
"alreadi","clear",2
"alreadi","come",2
"alreadi","feel",2
"alreadi","follow",2
"alreadi","given",2
"alreadi","gone",2
"alreadi","hand",2
"alreadi","if",2
"alreadi","lol",2
"alreadi","make",2
"alreadi","seen",2
"alreadi","set",2
"alreadi","sinc",2
"alreadi","technic",2
"alreadi","tri",2
"alreadi","way",2
"alright","alright",2
"alright","i",2
"alright","u",2
"alright","yeah",2
"also","a",2
"also","appear",2
"also","ask",2
"also","attend",2
"also","author",2
"also","avail",2
"also","becom",2
"also","began",2
"also","bodi",2
"also","brought",2
"also","class",2
"also","complet",2
"also","discuss",2
"also","dont",2
"also","enjoy",2
"also","excit",2
"also","expand",2
"also","fan",2
"also","featur",2
"also","friend",2
"also","given",2
"also","glad",2
"also","heard",2
"also","highlight",2
"also","hit",2
"also","idea",2
"also","im",2
"also","immedi",2
"also","increas",2
"also","last",2
"also","left",2
"also","lose",2
"also","may",2
"also","mean",2
"also","mention",2
"also","name",2
"also","note",2
"also","offer",2
"also","point",2
"also","pop",2
"also","posit",2
"also","prepar",2
"also","quot",2
"also","read",2
"also","reason",2
"also","receiv",2
"also","rememb",2
"also","replac",2
"also","reveal",2
"also","right",2
"also","sell",2
"also","show",2
"also","sign",2
"also","sleep",2
"also","someth",2
"also","sound",2
"also","talk",2
"also","think",2
"also","to",2
"also","told",2
"also","tomorrow",2
"also","watch",2
"also","will",2
"also","wish",2
"also","work",2
"altar","boy",2
"although","appear",2
"although","busi",2
"although","that",2
"although","use",2
"alway","amaz",2
"alway","appreci",2
"alway","ask",2
"alway","bless",2
"alway","bring",2
"alway","buy",2
"alway","carri",2
"alway","case",2
"alway","clean",2
"alway","control",2
"alway","crave",2
"alway","encourag",2
"alway","excit",2
"alway","express",2
"alway","fan",2
"alway","favorit",2
"alway","gonna",2
"alway","hear",2
"alway","hold",2
"alway","hurt",2
"alway","join",2
"alway","learn",2
"alway","littl",2
"alway","lot",2
"alway","much",2
"alway","never",2
"alway","night",2
"alway","one",2
"alway","pack",2
"alway","pay",2
"alway","play",2
"alway","readi",2
"alway","rock",2
"alway","rt",2
"alway","share",2
"alway","side",2
"alway","small",2
"alway","smile",2
"alway","stay",2
"alway","strive",2
"alway","use",2
"alway","wish",2
"alyse","carlson",2
"am","school",2
"am","so",2
"am","the",2
"amaz","and",2
"amaz","awesom",2
"amaz","beauti",2
"amaz","definit",2
"amaz","did",2
"amaz","get",2
"amaz","great",2
"amaz","how",2
"amaz","im",2
"amaz","job",2
"amaz","much",2
"amaz","new",2
"amaz","price",2
"amaz","rt",2
"amaz","that",2
"amaz","time",2
"amaz","wow",2
"amaze","day",2
"amaze","peopl",2
"amazon","blog",2
"amazon","certain",2
"amazonca","amazoncouk",2
"amazoncouk","amazond",2
"amazond","amazonfr",2
"amazonfr","amazonit",2
"amazonit","amazon",2
"ambigu","defin",2
"amen","im",2
"america","best",2
"america","for",2
"america","next",2
"america","peopl",2
"america","the",2
"america","will",2
"american","audienc",2
"american","citizen",2
"american","reject",2
"american","retail",2
"american","slang",2
"american","the",2
"american","woman",2
"ami","i",2
"amiabl","amiabl",2
"among","first",2
"among","us",2
"among","women",2
"amongst","us",2
"amount","meat",2
"amount","well",2
"amsterdam","great",2
"amus","park",2
"amus","see",2
"an","afternoon",2
"an","artist",2
"an","even",2
"an","hour",2
"analysi","issu",2
"analysi","sna",2
"analysi","use",2
"ancient","histori",2
"ancient","one",2
"and","add",2
"and","answer",2
"and","art",2
"and","best",2
"and","blog",2
"and","call",2
"and","chocol",2
"and","church",2
"and","creat",2
"and","danger",2
"and","day",2
"and","dog",2
"and","end",2
"and","everi",2
"and","feel",2
"and","found",2
"and","fuck",2
"and","goe",2
"and","great",2
"and","guy",2
"and","heart",2
"and","here",2
"and","honest",2
"and","instead",2
"and","it",2
"and","larg",2
"and","long",2
"and","mayb",2
"and","much",2
"and","need",2
"and","none",2
"and","pay",2
"and","probabl",2
"and","rt",2
"and","say",2
"and","seen",2
"and","shall",2
"and","shes",2
"and","sinc",2
"and","sorri",2
"and","stop",2
"and","super",2
"and","sure",2
"and","thought",2
"and","watch",2
"and","work",2
"and","your",2
"and","youv",2
"anderson","said",2
"andor","amazon",2
"andrew","i",2
"android","user",2
"angel","recogn",2
"angel","the",2
"angela","merkel",2
"angela","russel",2
"angst","section",2
"ani","time",2
"anim","i",2
"anim","natur",2
"anim","peopl",2
"animal","kingdom",2
"annas","hous",2
"annie","okay",2
"anniversari","ale",2
"anniversari","first",2
"announc","exclus",2
"announc","today",2
"announc","tuesday",2
"announc","will",2
"annoy","ive",2
"annual","rate",2
"anoth","beauti",2
"anoth","bowl",2
"anoth","bus",2
"anoth","busi",2
"anoth","chanc",2
"anoth","citi",2
"anoth","direct",2
"anoth","famili",2
"anoth","favorit",2
"anoth","friend",2
"anoth","good",2
"anoth","home",2
"anoth","idea",2
"anoth","in",2
"anoth","joke",2
"anoth","littl",2
"anoth","matter",2
"anoth","movi",2
"anoth","night",2
"anoth","place",2
"anoth","popular",2
"anoth","post",2
"anoth","pr",2
"anoth","question",2
"anoth","the",2
"anoth","this",2
"anoth","train",2
"anoth","video",2
"anoth","week",2
"anoth","world",2
"another","beauti",2
"another","big",2
"another","exampl",2
"another","thing",2
"another","time",2
"another","way",2
"answer","call",2
"answer","can",2
"answer","he",2
"answer","im",2
"answer","import",2
"answer","it",2
"answer","prayer",2
"answer","quick",2
"answer","that",2
"answer","yes",2
"answer","you",2
"anticip","market",2
"antislaveri","activist",2
"antonio","texa",2
"anxious","get",2
"anybodi","anyth",2
"anybodi","see",2
"anymor","can",2
"anymor","follow",2
"anymor","its",2
"anymor","just",2
"anymor","the",2
"anymor","this",2
"anyon","actual",2
"anyon","care",2
"anyon","get",2
"anyon","give",2
"anyon","help",2
"anyon","let",2
"anyon","like",2
"anyon","look",2
"anyon","need",2
"anyon","question",2
"anyon","say",2
"anyon","someth",2
"anyon","the",2
"anyon","think",2
"anyon","whos",2
"anyon","will",2
"anyth","beyond",2
"anyth","dont",2
"anyth","everyth",2
"anyth","extra",2
"anyth","get",2
"anyth","good",2
"anyth","happen",2
"anyth","help",2
"anyth","im",2
"anyth","life",2
"anyth","peopl",2
"anyth","relat",2
"anyth","said",2
"anyth","then",2
"anyth","want",2
"anyth","wasnt",2
"anything","you",2
"anytim","i",2
"anytim","just",2
"anytim","soon",2
"anyway","can",2
"anyway","hope",2
"anyway","it",2
"anyway","let",2
"anyway","littl",2
"anyway","there",2
"anywher","world",2
"apart","i",2
"apart","im",2
"apart","just",2
"apart","one",2
"apart","watch",2
"apocalyps","not",2
"apolog","i",2
"app","allow",2
"app","cant",2
"app","download",2
"app","iphon",2
"app","lol",2
"app","there",2
"appar","love",2
"apparel","modesti",2
"apparent","ive",2
"appeal","appeal",2
"appear","almost",2
"appear","especi",2
"appear","i",2
"appear","like",2
"appear","mani",2
"appear","one",2
"appl","cider",2
"appl","jack",2
"appl","pear",2
"apple","i",2
"apple","prepar",2
"apple","product",2
"appli","age",2
"appli","differ",2
"appli","second",2
"applic","good",2
"applic","year",2
"appreci","come",2
"appreci","if",2
"appreci","love",2
"appreci","rt",2
"appreci","sandwich",2
"appreci","support",2
"appreci","that",2
"appropri","express",2
"appropri","peopl",2
"approxim","minut",2
"april","a",2
"april","look",2
"april","shower",2
"april","st",2
"arab","world",2
"arabia","i",2
"arami","ramirez",2
"are","gonna",2
"are","interest",2
"are","just",2
"are","my",2
"are","near",2
"are","not",2
"are","readi",2
"are","sure",2
"are","work",2
"are","young",2
"area","detail",2
"area","everi",2
"area","includ",2
"area","need",2
"area","now",2
"area","offic",2
"area","that",2
"area","the",2
"arent","abl",2
"arent","chef",2
"arent","date",2
"arent","enough",2
"arent","even",2
"arent","follow",2
"arent","haha",2
"arent","just",2
"arent","much",2
"arent","near",2
"arent","realli",2
"arent","run",2
"arent","sure",2
"arent","use",2
"arm","drink",2
"arm","forc",2
"arm","guard",2
"arm","leg",2
"arm","roll",2
"arm","short",2
"arm","well",2
"armageddon","will",2
"armi","the",2
"armor","god",2
"aromatherapi","massag",2
"around","aa",2
"around","am",2
"around","and",2
"around","apart",2
"around","as",2
"around","best",2
"around","bit",2
"around","call",2
"around","d",2
"around","downtown",2
"around","feet",2
"around","go",2
"around","good",2
"around","group",2
"around","happi",2
"around","here",2
"around","ill",2
"around","kitchen",2
"around","later",2
"around","live",2
"around","look",2
"around","lot",2
"around","make",2
"around","month",2
"around","much",2
"around","need",2
"around","noon",2
"around","page",2
"around","peopl",2
"around","rt",2
"around","see",2
"around","sinc",2
"around","start",2
"around","today",2
"around","two",2
"around","type",2
"around","watch",2
"around","year",2
"arous","suspicion",2
"arrang","marriag",2
"arrang","work",2
"arrest","charg",2
"arriv","he",2
"arriv","island",2
"arriv","today",2
"art","back",2
"art","craft",2
"art","direct",2
"art","fair",2
"art","field",2
"art","museum",2
"art","paper",2
"art","show",2
"art","the",2
"articl","outlin",2
"articl","the",2
"articl","today",2
"articl","use",2
"articl","week",2
"articl","will",2
"artist","art",2
"artist","i",2
"artist","seek",2
"artist","tour",2
"artist","way",2
"artist","work",2
"artist","you",2
"as","author",2
"as","child",2
"as","fuck",2
"as","get",2
"as","husband",2
"as","one",2
"as","per",2
"as","seen",2
"as","sun",2
"as","us",2
"as","usual",2
"as","watch",2
"as","you",2
"asafa","powel",2
"asap","i",2
"ascend","heaven",2
"ascens","symptom",2
"ascertain","whether",2
"asham","i",2
"asia","africa",2
"asian","american",2
"asian","hispan",2
"asian","i",2
"asian","invasion",2
"asid","i",2
"ask","answer",2
"ask","anyth",2
"ask","around",2
"ask","boss",2
"ask","coupl",2
"ask","differ",2
"ask","friend",2
"ask","girl",2
"ask","good",2
"ask","hey",2
"ask","last",2
"ask","local",2
"ask","lot",2
"ask","make",2
"ask","mom",2
"ask","much",2
"ask","oh",2
"ask","price",2
"ask","review",2
"ask","show",2
"ask","sinc",2
"ask","so",2
"ask","someon",2
"ask","that",2
"ask","the",2
"ask","theyll",2
"ask","time",2
"ask","want",2
"ask","year",2
"asleep","bed",2
"asleep","it",2
"aspect","busi",2
"aspect","cultur",2
"asperger","syndrom",2
"ass","a",2
"ass","go",2
"ass","nigga",2
"ass","now",2
"ass","tonight",2
"ass","well",2
"assassin","her",2
"assassin","i",2
"assist","suicid",2
"assistant","director",2
"associat","programm",2
"associat","said",2
"assum","feel",2
"assum","respons",2
"assum","your",2
"assumpt","make",2
"assur","destruct",2
"at","age",2
"at","best",2
"at","dem",2
"at","home",2
"at","i",2
"ate","dinner",2
"ate","i",2
"athlet","sport",2
"atl","i",2
"atlanta","hawk",2
"atlantic","salmon",2
"attach","parent",2
"attack","gotham",2
"attack","unite",2
"attempt","chang",2
"attempt","make",2
"attend","last",2
"attend","often",2
"attend","public",2
"attend","speak",2
"attend","year",2
"attent","i",2
"attent","im",2
"attent","its",2
"attent","the",2
"attorney","said",2
"attract","posit",2
"audienc","audienc",2
"audienc","i",2
"audienc","member",2
"audienc","the",2
"audit","i",2
"audit","today",2
"audrey","hepburn",2
"august","septemb",2
"aunti","die",2
"austin","tx",2
"australia","how",2
"australia","intern",2
"australia","new",2
"author","but",2
"author","god",2
"author","includ",2
"author","make",2
"author","may",2
"author","this",2
"author","use",2
"autism","research",2
"autism","spectrum",2
"auto","show",2
"automat","waterdish",2
"ava","i",2
"avail","call",2
"avail","get",2
"avail","i",2
"avail","next",2
"avail","purchas",2
"avail","sale",2
"avail","view",2
"avail","year",2
"ave","now",2
"avenger","avenger",2
"avenger","d",2
"avenger","open",2
"averag","minut",2
"avid","reader",2
"avoid","cost",2
"avoid","disappoint",2
"avoid","injuri",2
"avoid","other",2
"avoid","product",2
"avoid","realiti",2
"avoid","use",2
"aw","alchemist",2
"aw","itll",2
"aw","lot",2
"aw","well",2
"aw","your",2
"awar","i",2
"award","in",2
"award","last",2
"award","night",2
"award","the",2
"award","winner",2
"away","anoth",2
"away","as",2
"away","author",2
"away","enjoy",2
"away","free",2
"away","get",2
"away","gift",2
"away","happi",2
"away","im",2
"away","its",2
"away","keep",2
"away","long",2
"away","love",2
"away","murder",2
"away","my",2
"away","new",2
"away","not",2
"away","show",2
"away","someth",2
"away","the",2
"away","twitter",2
"away","we",2
"away","what",2
"away","without",2
"away","work",2
"awesom","a",2
"awesom","also",2
"awesom","cant",2
"awesom","congrat",2
"awesom","d",2
"awesom","deal",2
"awesom","even",2
"awesom","fight",2
"awesom","go",2
"awesom","good",2
"awesom","have",2
"awesom","how",2
"awesom","job",2
"awesom","keep",2
"awesom","new",2
"awesom","night",2
"awesom","peopl",2
"awesom","realli",2
"awesom","see",2
"awesom","so",2
"awesom","stuff",2
"awesom","sure",2
"awesom","the",2
"awesom","thing",2
"awesom","tweet",2
"awesom","video",2
"awesom","wait",2
"awesom","way",2
"awesom","we",2
"awesom","women",2
"awesom","workout",2
"awesom","ya",2
"awesom","you",2
"awhil","it",2
"awkward","i",2
"awkward","uncomfort",2
"awkward","wow",2
"aww","thank",2
"awww","i",2
"axi","the",2
"aye","aye",2
"ayn","rand",2
"b","a",2
"b","abl",2
"b","answer",2
"b","day",2
"b","easi",2
"b","its",2
"b","oh",2
"b","so",2
"b","thank",2
"b","u",2
"b","work",2
"ba","ba",2
"babi","anim",2
"babi","blanket",2
"babi","boy",2
"babi","brother",2
"babi","even",2
"babi","get",2
"babi","let",2
"babi","live",2
"babi","lol",2
"babi","make",2
"babi","mark",2
"babi","pregnant",2
"babi","quilt",2
"babi","so",2
"babi","still",2
"babi","today",2
"babi","you",2
"bachelor","degre",2
"back","action",2
"back","again",2
"back","and",2
"back","are",2
"back","asap",2
"back","at",2
"back","attcha",2
"back","bar",2
"back","better",2
"back","box",2
"back","brace",2
"back","busi",2
"back","but",2
"back","can",2
"back","card",2
"back","classroom",2
"back","consid",2
"back","cushion",2
"back","earli",2
"back","either",2
"back","futur",2
"back","happi",2
"back","he",2
"back","head",2
"back","high",2
"back","hour",2
"back","it",2
"back","juic",2
"back","last",2
"back","leg",2
"back","level",2
"back","made",2
"back","mainstream",2
"back","make",2
"back","mani",2
"back","mayb",2
"back","mean",2
"back","memori",2
"back","miami",2
"back","mid",2
"back","million",2
"back","milwauke",2
"back","moment",2
"back","mother",2
"back","natur",2
"back","negat",2
"back","noth",2
"back","nyc",2
"back","often",2
"back","origin",2
"back","paper",2
"back","place",2
"back","plz",2
"back","reread",2
"back","ride",2
"back","right",2
"back","rv",2
"back","said",2
"back","say",2
"back","sinc",2
"back","someth",2
"back","start",2
"back","state",2
"back","such",2
"back","sunday",2
"back","take",2
"back","test",2
"back","that",2
"back","there",2
"back","these",2
"back","this",2
"back","though",2
"back","tie",2
"back","to",2
"back","tonight",2
"back","two",2
"back","use",2
"back","van",2
"back","visit",2
"back","wait",2
"back","wall",2
"back","want",2
"back","watch",2
"back","way",2
"back","week",2
"back","well",2
"back","whatev",2
"back","which",2
"back","will",2
"back","win",2
"back","yeah",2
"background","i",2
"background","score",2
"background","stamp",2
"bad","a",2
"bad","actual",2
"bad","babi",2
"bad","beat",2
"bad","decis",2
"bad","first",2
"bad","game",2
"bad","get",2
"bad","good",2
"bad","grammar",2
"bad","hes",2
"bad","ill",2
"bad","it",2
"bad","may",2
"bad","mood",2
"bad","peopl",2
"bad","rap",2
"bad","realli",2
"bad","reason",2
"bad","seed",2
"bad","show",2
"bad","start",2
"bad","time",2
"bad","weather",2
"bad","year",2
"bag","book",2
"bake","anoth",2
"bake","bean",2
"bake","pan",2
"balanc","act",2
"balanc","live",2
"balanc","natur",2
"balanc","well",2
"balanc","work",2
"balboa","park",2
"ball","hand",2
"ball","just",2
"ball","much",2
"ball","roll",2
"ball","white",2
"balloon","add",2
"balloon","draw",2
"balsam","reduct",2
"balsam","vinaigrett",2
"baltimor","citi",2
"banana","the",2
"band","began",2
"band","bus",2
"band","it",2
"band","ive",2
"band","like",2
"band","misfit",2
"bang","theori",2
"bank","america",2
"bank","but",2
"bank","fee",2
"bank","system",2
"bar","associat",2
"bar","attorney",2
"bar","blog",2
"barb","wire",2
"barbara","walter",2
"barbi","doll",2
"barcelona","the",2
"bare","lip",2
"barrel","i",2
"base","around",2
"base","austin",2
"base","big",2
"base","fact",2
"base","idea",2
"base","look",2
"base","one",2
"base","use",2
"base","well",2
"basebal","season",2
"basebal","team",2
"basic","beg",2
"basic","good",2
"basic","like",2
"basic","mean",2
"basic","program",2
"basic","show",2
"basket","we",2
"basketbal","coach",2
"basketbal","playoff",2
"basketbal","season",2
"basketbal","team",2
"bass","line",2
"bass","player",2
"bastion","point",2
"bath","salt",2
"bath","time",2
"bathroom","counter",2
"bathroom","frisuer",2
"batteri","die",2
"battl","i",2
"battl","will",2
"baxter","life",2
"bb","king",2
"bbc","cnn",2
"bc","im",2
"bc","shes",2
"bc","u",2
"bday","come",2
"bday","i",2
"bday","parti",2
"be","able",2
"be","complet",2
"be","friends",2
"be","kind",2
"be","look",2
"be","nice",2
"be","readi",2
"be","your",2
"beach","boy",2
"beach","day",2
"beach","i",2
"beach","parti",2
"beacon","call",2
"bead","shop",2
"bean","chees",2
"bear","came",2
"bear","fruit",2
"bear","game",2
"beat","i",2
"beat","let",2
"beat","music",2
"beat","polit",2
"beat","word",2
"beaten","black",2
"beauti","after",2
"beauti","blog",2
"beauti","color",2
"beauti","eye",2
"beauti","face",2
"beauti","fall",2
"beauti","flower",2
"beauti","go",2
"beauti","god",2
"beauti","hair",2
"beauti","movi",2
"beauti","music",2
"beauti","natur",2
"beauti","one",2
"beauti","outsid",2
"beauti","set",2
"beauti","smile",2
"beauti","song",2
"beauti","thank",2
"beauti","time",2
"beauti","touch",2
"beauti","watch",2
"beauti","weekend",2
"beauti","wife",2
"becam","big",2
"becam","clear",2
"becam","earth",2
"becam","household",2
"becam","overwhelm",2
"becam","popular",2
"becam","pregnant",2
"becam","rabbi",2
"becaus","peopl",2
"becaus","time",2
"becaus","tri",2
"becom","almost",2
"becom","appar",2
"becom","avail",2
"becom","awar",2
"becom","decad",2
"becom","fastest",2
"becom","first",2
"becom","focus",2
"becom","friend",2
"becom","independ",2
"becom","infatu",2
"becom","involv",2
"becom","journey",2
"becom","like",2
"becom","member",2
"becom","object",2
"becom","person",2
"becom","social",2
"bed","and",2
"bed","earli",2
"bed","feel",2
"bed","im",2
"bed","just",2
"bed","know",2
"bed","pillow",2
"bed","pm",2
"bed","read",2
"bed","soon",2
"bed","thank",2
"bed","we",2
"bed","went",2
"bed","wish",2
"bedrock","bandag",2
"bedroom","i",2
"bedtim","i",2
"bee","wasp",2
"beef","cabbag",2
"been","sick",2
"been","sinc",2
"beer","all",2
"beer","beer",2
"beer","bottl",2
"beer","co",2
"beer","day",2
"beer","dont",2
"beer","fan",2
"beer","good",2
"beer","list",2
"beer","more",2
"beer","she",2
"beer","social",2
"beer","sure",2
"beer","tap",2
"beer","will",2
"befor","last",2
"befor","you",2
"before","you",2
"beforehand","i",2
"beg","use",2
"began","dream",2
"began","fall",2
"began","i",2
"began","present",2
"began","the",2
"begin","chapter",2
"begin","discov",2
"begin","dont",2
"begin","end",2
"begin","feel",2
"begin","knowledg",2
"begin","look",2
"begin","new",2
"begin","read",2
"begin","respons",2
"begin","titl",2
"begin","use",2
"begin","week",2
"begin","work",2
"behavior","chang",2
"behind","counter",2
"behind","he",2
"behind","time",2
"behind","us",2
"behind","work",2
"belat","birthday",2
"belgian","bitter",2
"belief","can",2
"belief","i",2
"believ","also",2
"believ","anyth",2
"believ","dream",2
"believ","everyon",2
"believ","everyth",2
"believ","faith",2
"believ","hype",2
"believ","ive",2
"believ","john",2
"believ","legitim",2
"believ","new",2
"believ","rank",2
"believ","realli",2
"believ","there",2
"believ","thing",2
"believ","time",2
"believ","underdog",2
"believ","way",2
"believ","weve",2
"believ","work",2
"bell","pepper",2
"bell","tower",2
"bell","whistl",2
"belli","button",2
"belong","one",2
"below","comparison",2
"belt","waist",2
"ben","franklin",2
"beneath","feet",2
"benefit","communiti",2
"benefit","i",2
"bent","brick",2
"bersih","ralli",2
"bert","ernie",2
"best","answer",2
"best","bar",2
"best","both",2
"best","buddi",2
"best","choic",2
"best","colleg",2
"best","describ",2
"best","ever",2
"best","fan",2
"best","featur",2
"best","get",2
"best","got",2
"best","idea",2
"best","know",2
"best","knowledg",2
"best","leader",2
"best","make",2
"best","man",2
"best","offens",2
"best","one",2
"best","paper",2
"best","parti",2
"best","player",2
"best","prepar",2
"best","receiv",2
"best","resourc",2
"best","restaur",2
"best","so",2
"best","teacher",2
"best","the",2
"best","time",2
"best","today",2
"best","week",2
"best","what",2
"best","worst",2
"best","written",2
"bet","think",2
"better","after",2
"better","also",2
"better","at",2
"better","beer",2
"better","better",2
"better","blogger",2
"better","but",2
"better","call",2
"better","can",2
"better","chanc",2
"better","danc",2
"better","effect",2
"better","everyth",2
"better","feel",2
"better","fewer",2
"better","find",2
"better","frame",2
"better","girl",2
"better","heart",2
"better","ill",2
"better","im",2
"better","job",2
"better","know",2
"better","last",2
"better","live",2
"better","man",2
"better","oh",2
"better","other",2
"better","peopl",2
"better","person",2
"better","photo",2
"better","play",2
"better","recogn",2
"better","say",2
"better","second",2
"better","sick",2
"better","sleep",2
"better","so",2
"better","soon",2
"better","stay",2
"better","stop",2
"better","team",2
"better","that",2
"better","thing",2
"better","tomorrow",2
"better","use",2
"better","weather",2
"better","win",2
"better","word",2
"better","yesterday",2
"better","you",2
"bever","hill",2
"beyond","word",2
"bf","i",2
"bibl","colleg",2
"bicycl","bicycl",2
"bieber","follow",2
"bieber","song",2
"bieber","turn",2
"big","announc",2
"big","apple",2
"big","awesom",2
"big","band",2
"big","beer",2
"big","birthday",2
"big","bottl",2
"big","box",2
"big","brother",2
"big","chain",2
"big","challeng",2
"big","congratul",2
"big","cut",2
"big","dream",2
"big","east",2
"big","eddi",2
"big","fail",2
"big","fat",2
"big","fluffi",2
